"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
6344,2005,2,3,1,0,NA
6344,2007,1,NA,2,0,NA
6344,2011,2,3,2,0,NA
6344,2013,1,NA,2,0,NA
6345,2005,1,NA,1,0,NA
6345,2007,1,NA,1,0,NA
6345,2011,1,NA,1,0,NA
6345,2013,4,3,1,0,NA
6346,2005,1,NA,1,0,NA
6346,2007,1,NA,1,0,NA
6346,2011,1,NA,1,0,NA
6346,2013,1,NA,1,0,NA
6347,2005,4,2,1,0,NA
6347,2007,3,2,1,0,NA
6347,2011,2,3,4,1,1
6347,2013,4,3,4,1,1
6348,2005,1,NA,1,1,1
6348,2007,1,NA,1,0,NA
6348,2011,1,NA,1,0,NA
6348,2013,NA,NA,NA,NA,NA
6349,2005,1,NA,1,0,NA
6349,2007,1,NA,1,0,NA
6349,2011,1,NA,1,0,NA
6349,2013,1,NA,1,0,NA
6350,2005,NA,NA,NA,NA,NA
6350,2007,NA,NA,NA,NA,NA
6350,2011,NA,NA,NA,NA,NA
6350,2013,NA,NA,NA,NA,NA
6351,2005,4,3,1,0,NA
6351,2007,4,3,1,0,NA
6351,2011,2,3,1,1,1
6351,2013,1,NA,1,0,NA
6352,2005,1,NA,1,0,NA
6352,2007,2,3,1,0,NA
6352,2011,1,NA,1,1,1
6352,2013,1,NA,2,1,1
6353,2005,1,NA,1,0,NA
6353,2007,1,NA,1,1,1
6353,2011,2,NA,NA,0,NA
6353,2013,NA,NA,1,1,1
6354,2005,1,NA,1,1,1
6354,2007,2,3,2,0,NA
6354,2011,2,3,2,0,NA
6354,2013,2,3,2,0,NA
6355,2005,NA,NA,NA,NA,NA
6355,2007,2,3,1,0,NA
6355,2011,1,NA,1,0,NA
6355,2013,4,3,4,1,2
6356,2005,1,NA,1,0,NA
6356,2007,1,NA,1,1,1
6356,2011,1,NA,1,1,2
6356,2013,1,NA,1,0,NA
6357,2005,2,3,NA,1,1
6357,2007,2,3,1,1,2
6357,2011,2,3,2,1,2
6357,2013,2,3,1,1,2
6358,2005,1,NA,1,0,NA
6358,2007,1,NA,1,0,NA
6358,2011,1,NA,1,0,NA
6358,2013,1,NA,1,0,NA
6359,2005,2,2,1,1,1
6359,2007,1,NA,1,0,NA
6359,2011,1,NA,1,0,NA
6359,2013,2,3,1,1,4
6360,2005,1,NA,1,0,NA
6360,2007,1,NA,1,1,1
6360,2011,1,NA,1,0,NA
6360,2013,1,NA,1,0,NA
6361,2005,3,3,1,0,NA
6361,2007,1,NA,1,0,NA
6361,2011,1,NA,1,0,NA
6361,2013,2,3,1,0,NA
6362,2005,NA,NA,NA,NA,NA
6362,2007,NA,NA,NA,NA,NA
6362,2011,NA,NA,NA,NA,NA
6362,2013,NA,NA,NA,NA,NA
6363,2005,NA,NA,NA,NA,NA
6363,2007,2,3,1,0,NA
6363,2011,NA,NA,NA,NA,NA
6363,2013,NA,NA,NA,NA,NA
6364,2005,NA,NA,NA,NA,NA
6364,2007,NA,NA,NA,NA,NA
6364,2011,NA,NA,NA,NA,NA
6364,2013,NA,NA,NA,NA,NA
6365,2005,1,NA,1,0,NA
6365,2007,1,NA,1,0,NA
6365,2011,2,3,2,0,NA
6365,2013,2,3,2,1,2
6366,2005,1,NA,1,1,2
6366,2007,1,NA,1,0,NA
6366,2011,2,3,1,0,NA
6366,2013,1,NA,1,1,1
6367,2005,2,2,1,0,NA
6367,2007,1,NA,1,0,NA
6367,2011,2,3,2,0,NA
6367,2013,2,NA,NA,NA,NA
6368,2005,NA,NA,NA,NA,NA
6368,2007,1,NA,2,0,NA
6368,2011,NA,NA,NA,NA,NA
6368,2013,4,3,1,0,NA
6369,2005,NA,NA,NA,NA,NA
6369,2007,NA,NA,NA,NA,NA
6369,2011,NA,NA,NA,NA,NA
6369,2013,NA,NA,NA,NA,NA
6370,2005,3,2,2,0,NA
6370,2007,1,NA,1,0,NA
6370,2011,1,NA,1,0,NA
6370,2013,1,NA,1,0,NA
6371,2005,1,NA,1,0,NA
6371,2007,1,NA,1,0,NA
6371,2011,NA,NA,1,0,NA
6371,2013,1,NA,1,0,NA
6372,2005,1,NA,1,0,NA
6372,2007,1,NA,1,0,NA
6372,2011,NA,NA,NA,NA,NA
6372,2013,NA,NA,NA,NA,NA
6373,2005,1,NA,1,NA,NA
6373,2007,1,NA,1,0,NA
6373,2011,2,NA,2,0,NA
6373,2013,1,NA,1,0,NA
6374,2005,2,3,4,1,2
6374,2007,2,3,1,1,3
6374,2011,1,NA,1,0,NA
6374,2013,1,NA,1,0,NA
6375,2005,NA,NA,NA,NA,NA
6375,2007,1,NA,1,0,NA
6375,2011,1,NA,1,0,NA
6375,2013,2,3,2,0,NA
6376,2005,4,3,3,1,2
6376,2007,4,3,4,1,1
6376,2011,3,3,3,1,1
6376,2013,3,3,3,1,2
6377,2005,4,3,1,0,NA
6377,2007,2,3,1,0,NA
6377,2011,1,NA,1,0,NA
6377,2013,2,3,1,1,1
6378,2005,2,3,1,0,NA
6378,2007,2,3,1,0,NA
6378,2011,1,NA,1,0,NA
6378,2013,NA,NA,NA,NA,NA
6379,2005,1,NA,1,0,NA
6379,2007,1,NA,1,0,NA
6379,2011,1,NA,1,0,NA
6379,2013,2,3,1,0,NA
6380,2005,NA,NA,NA,NA,NA
6380,2007,1,NA,1,0,NA
6380,2011,1,NA,1,0,NA
6380,2013,1,NA,1,0,NA
6381,2005,2,3,4,1,2
6381,2007,2,3,2,1,1
6381,2011,2,3,1,0,NA
6381,2013,2,3,1,0,NA
6382,2005,1,NA,1,1,1
6382,2007,3,3,1,0,NA
6382,2011,1,NA,1,0,NA
6382,2013,NA,NA,NA,NA,NA
6383,2005,2,3,2,1,1
6383,2007,3,3,1,0,NA
6383,2011,NA,NA,NA,NA,NA
6383,2013,NA,NA,NA,NA,NA
6384,2005,1,NA,1,0,NA
6384,2007,1,NA,1,0,NA
6384,2011,1,NA,1,0,NA
6384,2013,1,NA,1,0,NA
6385,2005,1,NA,3,0,NA
6385,2007,1,NA,2,0,NA
6385,2011,1,NA,1,0,NA
6385,2013,1,NA,1,0,NA
6386,2005,NA,NA,NA,NA,NA
6386,2007,NA,NA,NA,NA,NA
6386,2011,NA,NA,NA,NA,NA
6386,2013,NA,NA,NA,NA,NA
6387,2005,2,2,1,0,NA
6387,2007,2,2,1,1,2
6387,2011,2,3,1,0,NA
6387,2013,3,3,3,1,3
6388,2005,4,3,2,0,NA
6388,2007,1,NA,2,1,1
6388,2011,1,NA,2,0,NA
6388,2013,1,NA,1,0,NA
6389,2005,NA,NA,NA,NA,NA
6389,2007,1,NA,1,1,1
6389,2011,1,NA,1,0,NA
6389,2013,1,NA,1,0,NA
6390,2005,4,3,1,0,NA
6390,2007,2,3,1,0,NA
6390,2011,1,NA,1,0,NA
6390,2013,2,3,1,1,1
6391,2005,NA,NA,NA,NA,NA
6391,2007,1,NA,1,0,NA
6391,2011,1,NA,2,0,NA
6391,2013,NA,NA,NA,NA,NA
6392,2005,1,NA,1,1,1
6392,2007,1,NA,1,0,NA
6392,2011,1,NA,2,1,1
6392,2013,2,3,2,0,NA
6393,2005,1,NA,1,0,NA
6393,2007,1,NA,1,0,NA
6393,2011,1,NA,1,0,NA
6393,2013,1,NA,1,0,NA
6394,2005,2,3,1,0,NA
6394,2007,2,3,1,0,NA
6394,2011,2,3,1,0,NA
6394,2013,1,NA,1,1,2
6395,2005,NA,NA,NA,NA,NA
6395,2007,NA,NA,NA,NA,NA
6395,2011,NA,NA,NA,NA,NA
6395,2013,NA,NA,NA,NA,NA
6396,2005,1,NA,1,0,NA
6396,2007,1,NA,1,0,NA
6396,2011,2,3,2,1,2
6396,2013,1,NA,2,1,2
6397,2005,1,NA,1,0,NA
6397,2007,1,NA,1,0,NA
6397,2011,1,NA,1,0,NA
6397,2013,1,NA,1,1,1
6398,2005,1,NA,1,0,NA
6398,2007,1,NA,1,0,NA
6398,2011,1,NA,1,0,NA
6398,2013,1,NA,1,1,2
6399,2005,1,NA,1,0,NA
6399,2007,NA,NA,NA,NA,NA
6399,2011,NA,NA,NA,NA,NA
6399,2013,NA,NA,NA,NA,NA
6400,2005,2,3,1,0,NA
6400,2007,2,3,1,0,NA
6400,2011,1,NA,1,1,1
6400,2013,1,NA,1,0,NA
6401,2005,2,3,1,0,NA
6401,2007,2,3,1,0,NA
6401,2011,1,NA,1,0,NA
6401,2013,1,NA,1,1,1
6402,2005,3,3,3,1,1
6402,2007,3,3,3,0,NA
6402,2011,3,3,1,0,NA
6402,2013,2,3,1,0,NA
6403,2005,1,NA,1,0,NA
6403,2007,1,NA,1,0,NA
6403,2011,2,3,1,1,2
6403,2013,1,NA,2,1,2
6404,2005,1,NA,1,0,NA
6404,2007,2,3,1,0,NA
6404,2011,2,3,1,1,1
6404,2013,2,3,1,1,1
6405,2005,4,3,1,0,NA
6405,2007,NA,NA,NA,NA,NA
6405,2011,NA,NA,NA,NA,NA
6405,2013,NA,NA,NA,NA,NA
6406,2005,1,NA,1,0,NA
6406,2007,3,2,1,0,NA
6406,2011,1,NA,1,0,NA
6406,2013,1,NA,1,0,NA
6407,2005,1,NA,1,1,1
6407,2007,1,NA,1,0,NA
6407,2011,1,NA,1,0,NA
6407,2013,1,NA,1,0,NA
6408,2005,3,3,2,0,NA
6408,2007,2,3,2,1,1
6408,2011,2,3,1,1,2
6408,2013,2,3,1,1,3
6409,2005,2,3,2,0,NA
6409,2007,2,3,2,1,1
6409,2011,2,3,2,1,1
6409,2013,1,NA,1,0,NA
6410,2005,1,NA,1,0,NA
6410,2007,1,NA,1,0,NA
6410,2011,1,NA,1,0,NA
6410,2013,1,NA,1,0,NA
6411,2005,2,3,1,1,1
6411,2007,1,NA,1,0,NA
6411,2011,1,NA,1,0,NA
6411,2013,1,NA,1,1,1
6412,2005,2,3,1,0,NA
6412,2007,2,3,1,0,NA
6412,2011,3,3,1,1,2
6412,2013,2,3,1,1,2
6413,2005,1,NA,1,0,NA
6413,2007,1,NA,1,1,1
6413,2011,1,NA,1,0,NA
6413,2013,1,NA,1,0,NA
6414,2005,4,3,1,0,NA
6414,2007,NA,NA,NA,NA,NA
6414,2011,1,NA,1,0,NA
6414,2013,1,NA,1,0,NA
6415,2005,2,3,2,1,3
6415,2007,4,3,1,1,1
6415,2011,2,3,2,0,NA
6415,2013,2,3,1,0,NA
6416,2005,2,3,1,0,NA
6416,2007,1,NA,1,1,2
6416,2011,1,NA,1,0,NA
6416,2013,NA,NA,NA,NA,NA
6417,2005,1,NA,1,0,NA
6417,2007,3,2,1,0,NA
6417,2011,1,NA,1,0,NA
6417,2013,1,NA,1,0,NA
6418,2005,NA,NA,NA,NA,NA
6418,2007,1,NA,1,0,NA
6418,2011,1,NA,1,0,NA
6418,2013,1,NA,1,1,1
6419,2005,1,NA,1,1,1
6419,2007,4,2,2,0,NA
6419,2011,4,3,3,1,1
6419,2013,3,3,3,0,NA
6420,2005,2,2,1,0,NA
6420,2007,1,NA,1,0,NA
6420,2011,NA,NA,NA,NA,NA
6420,2013,1,NA,1,0,NA
6421,2005,1,NA,1,0,NA
6421,2007,1,NA,1,0,NA
6421,2011,1,NA,1,1,NA
6421,2013,2,3,1,0,NA
6422,2005,1,NA,1,1,1
6422,2007,1,NA,1,0,NA
6422,2011,1,NA,1,0,NA
6422,2013,1,NA,3,0,NA
6423,2005,1,NA,2,0,NA
6423,2007,1,NA,1,0,NA
6423,2011,1,NA,1,0,NA
6423,2013,1,NA,1,0,NA
6424,2005,NA,NA,NA,NA,NA
6424,2007,NA,NA,NA,NA,NA
6424,2011,NA,NA,NA,NA,NA
6424,2013,NA,NA,NA,NA,NA
6425,2005,2,2,1,0,NA
6425,2007,2,3,1,1,1
6425,2011,2,3,1,0,NA
6425,2013,2,3,1,1,1
6426,2005,1,NA,1,1,1
6426,2007,1,NA,1,0,NA
6426,2011,2,3,2,0,NA
6426,2013,1,NA,2,0,NA
6427,2005,2,3,1,0,NA
6427,2007,2,2,1,0,NA
6427,2011,2,3,1,0,NA
6427,2013,2,3,1,0,NA
6428,2005,1,NA,1,0,NA
6428,2007,1,NA,1,1,1
6428,2011,1,NA,1,0,NA
6428,2013,NA,NA,NA,NA,NA
6429,2005,NA,NA,NA,NA,NA
6429,2007,NA,NA,NA,NA,NA
6429,2011,2,3,2,1,2
6429,2013,1,NA,1,0,NA
6430,2005,4,2,1,0,NA
6430,2007,NA,NA,NA,NA,NA
6430,2011,NA,NA,NA,NA,NA
6430,2013,NA,NA,NA,NA,NA
6431,2005,NA,NA,NA,NA,NA
6431,2007,1,NA,1,0,NA
6431,2011,NA,NA,NA,NA,NA
6431,2013,NA,NA,NA,NA,NA
6432,2005,NA,NA,NA,NA,NA
6432,2007,NA,NA,NA,NA,NA
6432,2011,NA,NA,NA,NA,NA
6432,2013,NA,NA,NA,NA,NA
6433,2005,2,3,1,1,2
6433,2007,1,NA,1,0,NA
6433,2011,NA,NA,NA,NA,NA
6433,2013,1,NA,1,0,NA
6434,2005,NA,NA,NA,NA,NA
6434,2007,NA,NA,NA,NA,NA
6434,2011,NA,NA,NA,NA,NA
6434,2013,NA,NA,NA,NA,NA
6435,2005,NA,NA,NA,NA,NA
6435,2007,1,NA,1,0,NA
6435,2011,2,3,1,0,NA
6435,2013,NA,NA,NA,NA,NA
6436,2005,3,3,1,0,NA
6436,2007,2,3,1,0,NA
6436,2011,2,3,1,0,NA
6436,2013,3,3,2,1,1
6437,2005,1,NA,1,0,NA
6437,2007,1,NA,1,0,NA
6437,2011,1,NA,1,0,NA
6437,2013,1,NA,1,0,NA
6438,2005,2,3,1,NA,NA
6438,2007,NA,NA,NA,NA,NA
6438,2011,NA,NA,NA,NA,NA
6438,2013,4,3,4,1,4
6439,2005,1,NA,1,0,NA
6439,2007,3,3,2,0,NA
6439,2011,1,NA,1,0,NA
6439,2013,1,NA,1,0,NA
6440,2005,2,NA,NA,NA,NA
6440,2007,1,NA,1,0,NA
6440,2011,4,3,2,0,NA
6440,2013,1,NA,2,1,1
6441,2005,2,3,1,0,NA
6441,2007,NA,NA,NA,NA,NA
6441,2011,NA,NA,NA,NA,NA
6441,2013,NA,NA,NA,NA,NA
6442,2005,4,3,1,0,NA
6442,2007,2,3,2,0,NA
6442,2011,NA,NA,NA,NA,NA
6442,2013,NA,NA,NA,NA,NA
6443,2005,1,NA,1,0,NA
6443,2007,1,NA,1,0,NA
6443,2011,1,NA,1,0,NA
6443,2013,NA,NA,NA,NA,NA
6444,2005,NA,NA,NA,NA,NA
6444,2007,NA,NA,NA,NA,NA
6444,2011,NA,NA,NA,NA,NA
6444,2013,NA,NA,NA,NA,NA
6445,2005,3,3,1,1,1
6445,2007,1,NA,1,0,NA
6445,2011,2,3,NA,1,2
6445,2013,4,1,NA,0,NA
6446,2005,1,NA,1,1,1
6446,2007,2,3,1,0,NA
6446,2011,2,3,1,0,NA
6446,2013,1,NA,1,1,1
6447,2005,2,3,1,1,1
6447,2007,1,NA,1,1,1
6447,2011,4,3,NA,0,NA
6447,2013,4,3,1,0,NA
6448,2005,NA,NA,NA,NA,NA
6448,2007,NA,NA,NA,NA,NA
6448,2011,NA,NA,NA,NA,NA
6448,2013,NA,NA,NA,NA,NA
6449,2005,1,NA,1,1,1
6449,2007,2,3,1,0,NA
6449,2011,3,3,2,0,NA
6449,2013,4,3,4,1,1
6450,2005,4,3,1,0,NA
6450,2007,4,3,1,0,NA
6450,2011,2,3,2,0,NA
6450,2013,1,NA,1,0,NA
6451,2005,1,NA,1,0,NA
6451,2007,1,NA,1,0,NA
6451,2011,1,NA,1,0,NA
6451,2013,1,NA,1,0,NA
6452,2005,1,NA,1,1,1
6452,2007,NA,NA,NA,NA,NA
6452,2011,NA,NA,NA,NA,NA
6452,2013,NA,NA,NA,NA,NA
6453,2005,3,3,2,0,NA
6453,2007,4,2,2,1,2
6453,2011,4,3,3,1,1
6453,2013,1,NA,2,0,NA
6454,2005,NA,NA,NA,NA,NA
6454,2007,1,NA,1,0,NA
6454,2011,1,NA,1,0,NA
6454,2013,NA,NA,NA,NA,NA
6455,2005,1,NA,1,0,NA
6455,2007,1,NA,1,0,NA
6455,2011,1,NA,1,0,NA
6455,2013,1,NA,1,0,NA
6456,2005,1,NA,2,1,1
6456,2007,2,3,2,0,NA
6456,2011,2,3,2,1,1
6456,2013,1,NA,2,0,NA
6457,2005,4,3,1,1,1
6457,2007,2,3,1,0,NA
6457,2011,4,3,1,0,NA
6457,2013,3,3,2,0,NA
6458,2005,2,NA,1,0,NA
6458,2007,1,NA,1,0,NA
6458,2011,1,NA,1,0,NA
6458,2013,1,NA,1,0,NA
6459,2005,2,NA,1,0,NA
6459,2007,1,NA,1,1,1
6459,2011,1,NA,1,0,NA
6459,2013,1,NA,1,0,NA
6460,2005,1,NA,1,0,NA
6460,2007,2,3,2,1,2
6460,2011,4,3,1,0,NA
6460,2013,2,3,1,1,1
6461,2005,NA,NA,NA,1,1
6461,2007,1,NA,1,0,NA
6461,2011,NA,NA,NA,NA,NA
6461,2013,2,3,2,0,NA
6462,2005,1,NA,1,0,NA
6462,2007,NA,NA,NA,NA,NA
6462,2011,NA,NA,NA,NA,NA
6462,2013,NA,NA,NA,NA,NA
6463,2005,2,3,1,0,NA
6463,2007,2,3,1,0,NA
6463,2011,2,3,1,0,NA
6463,2013,NA,NA,NA,NA,NA
6464,2005,1,NA,1,0,NA
6464,2007,1,NA,1,1,1
6464,2011,1,NA,1,0,NA
6464,2013,NA,NA,NA,NA,NA
6465,2005,1,NA,1,1,1
6465,2007,1,NA,1,1,1
6465,2011,NA,NA,NA,NA,NA
6465,2013,2,3,1,0,NA
6466,2005,1,NA,1,0,NA
6466,2007,2,3,2,0,NA
6466,2011,1,NA,2,1,2
6466,2013,1,NA,1,0,NA
6467,2005,1,NA,1,0,NA
6467,2007,2,NA,1,0,NA
6467,2011,1,NA,1,0,NA
6467,2013,1,NA,1,0,NA
6468,2005,NA,NA,NA,NA,NA
6468,2007,1,NA,1,0,NA
6468,2011,NA,NA,NA,NA,NA
6468,2013,NA,NA,NA,NA,NA
6469,2005,2,3,1,0,NA
6469,2007,1,NA,1,0,NA
6469,2011,1,NA,1,1,1
6469,2013,1,NA,1,1,1
6470,2005,1,NA,1,0,NA
6470,2007,2,3,1,0,NA
6470,2011,NA,NA,NA,1,2
6470,2013,NA,NA,NA,NA,NA
6471,2005,1,NA,1,1,1
6471,2007,1,NA,1,0,NA
6471,2011,1,NA,1,1,NA
6471,2013,1,NA,1,0,NA
6472,2005,2,3,1,1,2
6472,2007,2,3,1,0,NA
6472,2011,2,3,2,0,NA
6472,2013,4,3,1,0,NA
6473,2005,1,NA,1,0,NA
6473,2007,1,NA,1,0,NA
6473,2011,2,3,1,1,1
6473,2013,NA,NA,NA,NA,NA
6474,2005,3,NA,1,0,NA
6474,2007,1,NA,1,0,NA
6474,2011,1,NA,1,0,NA
6474,2013,1,NA,1,0,NA
6475,2005,2,3,1,1,2
6475,2007,2,3,1,0,NA
6475,2011,2,3,1,NA,NA
6475,2013,2,3,1,1,1
6476,2005,1,NA,1,0,NA
6476,2007,1,NA,1,0,NA
6476,2011,1,NA,1,0,NA
6476,2013,1,NA,1,0,NA
6477,2005,2,3,1,0,NA
6477,2007,2,3,1,0,NA
6477,2011,2,2,3,0,NA
6477,2013,1,NA,1,0,NA
6478,2005,1,NA,1,0,NA
6478,2007,1,NA,1,0,NA
6478,2011,1,NA,1,0,NA
6478,2013,1,NA,1,0,NA
6479,2005,4,3,1,0,NA
6479,2007,1,NA,1,0,NA
6479,2011,1,NA,1,0,NA
6479,2013,4,3,1,0,NA
6480,2005,1,NA,1,0,NA
6480,2007,1,NA,2,NA,NA
6480,2011,2,3,2,1,1
6480,2013,2,3,2,1,2
6481,2005,NA,NA,NA,NA,NA
6481,2007,NA,NA,NA,NA,NA
6481,2011,3,3,2,1,3
6481,2013,NA,NA,NA,NA,NA
6482,2005,1,NA,1,0,NA
6482,2007,1,NA,1,0,NA
6482,2011,1,NA,1,0,NA
6482,2013,1,NA,1,0,NA
6483,2005,NA,NA,NA,NA,NA
6483,2007,1,NA,1,0,NA
6483,2011,NA,NA,NA,NA,NA
6483,2013,NA,NA,NA,NA,NA
6484,2005,NA,NA,NA,NA,NA
6484,2007,2,3,2,0,NA
6484,2011,1,NA,1,0,NA
6484,2013,2,3,3,1,3
6485,2005,2,3,2,1,1
6485,2007,1,NA,1,1,1
6485,2011,1,NA,1,0,NA
6485,2013,NA,NA,NA,NA,NA
6486,2005,1,NA,1,0,NA
6486,2007,1,NA,1,0,NA
6486,2011,1,NA,1,0,NA
6486,2013,1,NA,1,1,1
6487,2005,4,3,1,0,NA
6487,2007,2,3,1,0,NA
6487,2011,2,3,1,0,NA
6487,2013,1,NA,1,0,NA
6488,2005,2,2,1,1,1
6488,2007,2,3,1,1,1
6488,2011,2,3,1,1,1
6488,2013,2,3,1,0,NA
6489,2005,1,NA,1,0,NA
6489,2007,2,3,1,0,NA
6489,2011,1,NA,1,0,NA
6489,2013,1,NA,1,0,NA
6490,2005,NA,NA,NA,NA,NA
6490,2007,NA,NA,NA,NA,NA
6490,2011,1,NA,1,0,NA
6490,2013,1,NA,1,0,NA
6491,2005,1,NA,1,0,NA
6491,2007,1,NA,1,0,NA
6491,2011,4,3,1,1,1
6491,2013,2,3,1,1,1
6492,2005,3,3,1,0,NA
6492,2007,4,3,1,1,3
6492,2011,3,3,1,0,NA
6492,2013,4,3,2,0,NA
6493,2005,1,NA,2,0,NA
6493,2007,1,NA,1,0,NA
6493,2011,1,NA,1,0,NA
6493,2013,1,NA,1,0,NA
6494,2005,NA,NA,NA,NA,NA
6494,2007,NA,NA,NA,NA,NA
6494,2011,2,3,1,0,NA
6494,2013,2,3,1,0,NA
6495,2005,2,3,1,1,2
6495,2007,2,3,1,0,NA
6495,2011,1,NA,1,0,NA
6495,2013,NA,NA,NA,NA,NA
6496,2005,2,3,3,0,NA
6496,2007,1,NA,1,0,NA
6496,2011,1,NA,1,0,NA
6496,2013,NA,NA,NA,NA,NA
6497,2005,2,3,2,1,2
6497,2007,1,NA,1,0,NA
6497,2011,1,NA,1,0,NA
6497,2013,1,NA,1,1,1
6498,2005,NA,NA,NA,NA,NA
6498,2007,NA,NA,NA,NA,NA
6498,2011,NA,NA,NA,NA,NA
6498,2013,NA,NA,NA,NA,NA
6499,2005,4,3,4,0,NA
6499,2007,NA,NA,NA,NA,NA
6499,2011,NA,NA,NA,NA,NA
6499,2013,NA,NA,NA,NA,NA
6500,2005,2,3,1,1,3
6500,2007,2,3,2,1,2
6500,2011,1,NA,1,0,NA
6500,2013,NA,NA,2,0,NA
6501,2005,2,2,2,1,1
6501,2007,NA,NA,NA,NA,NA
6501,2011,NA,NA,NA,NA,NA
6501,2013,NA,NA,NA,NA,NA
6502,2005,NA,NA,NA,NA,NA
6502,2007,1,NA,1,0,NA
6502,2011,2,3,1,0,NA
6502,2013,4,3,1,1,2
6503,2005,1,NA,1,0,NA
6503,2007,3,3,2,1,2
6503,2011,3,3,1,1,1
6503,2013,2,3,1,1,1
6504,2005,3,3,2,1,1
6504,2007,2,3,1,0,NA
6504,2011,2,3,1,0,NA
6504,2013,1,NA,1,0,NA
6505,2005,1,NA,1,0,NA
6505,2007,1,NA,1,0,NA
6505,2011,1,NA,1,0,NA
6505,2013,NA,NA,NA,NA,NA
6506,2005,3,2,2,0,NA
6506,2007,4,3,1,0,NA
6506,2011,3,3,2,0,NA
6506,2013,2,3,1,1,1
6507,2005,1,NA,2,0,NA
6507,2007,1,NA,1,0,NA
6507,2011,2,3,1,0,NA
6507,2013,1,NA,1,0,NA
6508,2005,2,3,2,1,1
6508,2007,2,3,2,0,NA
6508,2011,2,3,2,0,NA
6508,2013,2,3,2,1,1
6509,2005,NA,NA,NA,NA,NA
6509,2007,NA,NA,NA,NA,NA
6509,2011,NA,NA,NA,NA,NA
6509,2013,NA,NA,NA,NA,NA
6510,2005,1,NA,1,0,NA
6510,2007,1,NA,1,0,NA
6510,2011,4,2,2,NA,NA
6510,2013,1,NA,1,0,NA
6511,2005,2,3,1,0,NA
6511,2007,4,3,4,1,2
6511,2011,4,3,1,0,NA
6511,2013,3,3,2,0,NA
6512,2005,NA,NA,NA,NA,NA
6512,2007,NA,NA,NA,NA,NA
6512,2011,NA,NA,NA,NA,NA
6512,2013,NA,NA,NA,NA,NA
6513,2005,1,NA,1,0,NA
6513,2007,1,NA,1,0,NA
6513,2011,2,3,1,0,NA
6513,2013,1,NA,1,0,NA
6514,2005,NA,NA,NA,NA,NA
6514,2007,1,NA,2,0,NA
6514,2011,1,NA,1,0,NA
6514,2013,1,NA,1,0,NA
6515,2005,2,3,1,0,NA
6515,2007,1,NA,2,0,NA
6515,2011,NA,NA,NA,NA,NA
6515,2013,NA,NA,NA,NA,NA
6516,2005,NA,NA,NA,NA,NA
6516,2007,NA,NA,NA,NA,NA
6516,2011,1,NA,1,0,NA
6516,2013,2,3,1,0,NA
6517,2005,NA,NA,1,0,NA
6517,2007,4,3,1,0,NA
6517,2011,NA,NA,NA,NA,NA
6517,2013,NA,NA,NA,NA,NA
6518,2005,NA,NA,NA,NA,NA
6518,2007,NA,NA,NA,NA,NA
6518,2011,1,NA,2,0,NA
6518,2013,NA,NA,NA,NA,NA
6519,2005,1,NA,1,0,NA
6519,2007,1,NA,1,0,NA
6519,2011,1,NA,1,0,NA
6519,2013,1,NA,1,0,NA
6520,2005,3,3,1,0,NA
6520,2007,1,NA,1,0,NA
6520,2011,4,3,1,0,NA
6520,2013,1,NA,1,0,NA
6521,2005,1,NA,1,0,NA
6521,2007,1,NA,1,0,NA
6521,2011,2,2,1,0,NA
6521,2013,1,NA,1,0,NA
6522,2005,2,2,1,0,NA
6522,2007,1,NA,1,0,NA
6522,2011,1,NA,1,0,NA
6522,2013,NA,NA,1,0,NA
6523,2005,1,NA,4,0,NA
6523,2007,4,3,2,1,1
6523,2011,2,3,1,1,2
6523,2013,1,NA,1,1,2
6524,2005,NA,NA,NA,NA,NA
6524,2007,2,3,1,0,NA
6524,2011,1,NA,1,0,NA
6524,2013,1,NA,1,0,NA
6525,2005,NA,NA,NA,NA,NA
6525,2007,NA,NA,NA,NA,NA
6525,2011,2,3,2,NA,NA
6525,2013,1,NA,1,0,NA
6526,2005,2,3,1,0,NA
6526,2007,1,NA,1,0,NA
6526,2011,NA,NA,NA,NA,NA
6526,2013,NA,NA,NA,NA,NA
6527,2005,1,NA,NA,0,NA
6527,2007,NA,NA,NA,NA,NA
6527,2011,1,NA,2,0,NA
6527,2013,1,NA,1,0,NA
6528,2005,NA,NA,NA,NA,NA
6528,2007,NA,NA,NA,NA,NA
6528,2011,NA,NA,NA,NA,NA
6528,2013,NA,NA,NA,NA,NA
6529,2005,1,NA,1,0,NA
6529,2007,1,NA,1,0,NA
6529,2011,1,NA,1,1,1
6529,2013,1,NA,2,1,1
6530,2005,2,3,2,1,1
6530,2007,2,3,3,1,1
6530,2011,2,3,2,1,1
6530,2013,2,3,1,1,1
6531,2005,4,3,1,0,NA
6531,2007,2,3,1,0,NA
6531,2011,2,3,1,0,NA
6531,2013,3,2,1,0,NA
6532,2005,1,NA,1,0,NA
6532,2007,1,NA,1,0,NA
6532,2011,3,3,1,1,NA
6532,2013,NA,NA,NA,NA,NA
6533,2005,NA,NA,NA,NA,NA
6533,2007,NA,NA,NA,NA,NA
6533,2011,NA,NA,NA,NA,NA
6533,2013,NA,NA,NA,NA,NA
6534,2005,3,3,3,0,NA
6534,2007,3,3,2,0,NA
6534,2011,4,3,2,0,NA
6534,2013,2,3,2,0,NA
6535,2005,1,NA,2,0,NA
6535,2007,NA,NA,NA,NA,NA
6535,2011,NA,NA,NA,NA,NA
6535,2013,NA,NA,NA,NA,NA
